id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username	topic_cluster	topic_keywords
817334794958807042	46558		https://twitter.com/realDonaldTrump/status/817334794958807042	9396	1483702740	Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817329823374831617	59540		https://twitter.com/realDonaldTrump/status/817329823374831617	17074	1483701540	The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817168818539757568	64946		https://twitter.com/realDonaldTrump/status/817168818539757568	19126	1483663200	So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817166353266262016	51472		https://twitter.com/realDonaldTrump/status/817166353266262016	16694	1483662600	The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
817164923843280896	61639		https://twitter.com/realDonaldTrump/status/817164923843280896	18422	1483662240	"How did NBC get an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817071792711942145	97970		https://twitter.com/realDonaldTrump/status/817071792711942145	28651	1483640040	Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817004210529116160	61710		https://twitter.com/realDonaldTrump/status/817004210529116160	13704	1483623900	"to make up their own minds as to the truth. The media lies to make it look like I am against Intelligence"" when in fact I am a big fan!"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816999062562107392	56052		https://twitter.com/realDonaldTrump/status/816999062562107392	14651	1483622700	The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....	[]	[]		realDonaldTrump	1	Job and Business agenda
816979231217483776	71720		https://twitter.com/realDonaldTrump/status/816979231217483776	14843	1483617960	...time for Republicans & Democrats to get together and come up with a healthcare plan that really works - much less expensive & FAR BETTER!	[]	[]		realDonaldTrump	1	Job and Business agenda
816977937731878912	46860		https://twitter.com/realDonaldTrump/status/816977937731878912	10893	1483617660	"...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning.Keep you doctor, keep your plan!"" It is...."""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816977032433270784	48150		https://twitter.com/realDonaldTrump/status/816977032433270784	11573	1483617420	The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816718880731234304	72222		https://twitter.com/realDonaldTrump/status/816718880731234304	15286	1483555920	"Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the Movement"""""	[]	[]		realDonaldTrump	1	Job and Business agenda
816652088662958082	49141		https://twitter.com/realDonaldTrump/status/816652088662958082	12180	1483539960	massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!	[]	[]		realDonaldTrump	1	Job and Business agenda
816645831659061248	42118		https://twitter.com/realDonaldTrump/status/816645831659061248	10059	1483538460	like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...	[]	[]		realDonaldTrump	1	Job and Business agenda
816644321768312832	41898		https://twitter.com/realDonaldTrump/status/816644321768312832	9940	1483538100	Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816638194468999169	41936		https://twitter.com/realDonaldTrump/status/816638194468999169	9531	1483536660	things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816637064708030464	38419		https://twitter.com/realDonaldTrump/status/816637064708030464	9131	1483536420	"Somebody hacked the DNC but why did they not have hacking defense"" like the RNC has and why have they not responded to the terrible......"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816635078067490816	78958		https://twitter.com/realDonaldTrump/status/816635078067490816	17431	1483535940	Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow	[]	[]		realDonaldTrump	1	Job and Business agenda
816632793862176769	38627		https://twitter.com/realDonaldTrump/status/816632793862176769	13724	1483535400	"  @FoxNews: Julian Assange on U.S. media coverage: “It’s very dishonest.”  #Hannity  More dishonest than anyone knows"""	['Hannity']	['FoxNews']	pic.twitter.com/ADcPRQifH9	realDonaldTrump	0	Thank you tour promising MAGA
816620855958601730	59391		https://twitter.com/realDonaldTrump/status/816620855958601730	18754	1483532520	"Julian Assange said a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816452807024840704	72125		https://twitter.com/realDonaldTrump/status/816452807024840704	20751	1483492440	"The Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816433590892429312	52341		https://twitter.com/realDonaldTrump/status/816433590892429312	13184	1483487880	I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816354639859871745	48283	http://nypost.com/2017/01/01/trump-is-already-delivering-the-jobs-he-promised-america/	https://twitter.com/realDonaldTrump/status/816354639859871745	12575	1483469040	"Trump is already delivering the jobs he promised America"" ... – bei Trump Tower"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816333480409833472	75530		https://twitter.com/realDonaldTrump/status/816333480409833472	18532	1483464000	There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816328314759606272	50122	https://instagram.com/p/BOz0xbXD74D/	https://twitter.com/realDonaldTrump/status/816328314759606272	11455	1483462800	Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION & JOB CREATION.   – bei Trump Tower	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816324295781740544	48031	http://www.foxnews.com/politics/2017/01/03/ford-to-scrap-mexico-plant-invest-in-michigan-due-to-trump-policies.html	https://twitter.com/realDonaldTrump/status/816324295781740544	13915	1483461840	"  @DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies""  ..."""	[]	['DanScavino']		realDonaldTrump	0	Thank you tour promising MAGA
816300003442495488	38859		https://twitter.com/realDonaldTrump/status/816300003442495488	8505	1483456020	........may be, their number one act and priority. Focus on tax reform, healthcare and so many other things of far greater importance!  #DTS	['DTS']	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816298944456232960	39035		https://twitter.com/realDonaldTrump/status/816298944456232960	9668	1483455780	With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816265668958031872	48485		https://twitter.com/realDonaldTrump/status/816265668958031872	11263	1483447860	"The Democrat Governor.of Minnesota said The Affordable Care Act (ObamaCare) is no longer affordable!"" - And, it is lousy healthcare."""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
816264484629184513	53403		https://twitter.com/realDonaldTrump/status/816264484629184513	12920	1483447560	"People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it CRAZY"""""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816260343391514624	66468		https://twitter.com/realDonaldTrump/status/816260343391514624	16897	1483446600	General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
816068355555815424	58295		https://twitter.com/realDonaldTrump/status/816068355555815424	15609	1483400820	China has been taking out massive amounts of money & wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!	[]	[]		realDonaldTrump	1	Job and Business agenda
816057920223846400	84219		https://twitter.com/realDonaldTrump/status/816057920223846400	24047	1483398300	North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!	[]	[]		realDonaldTrump	1	Job and Business agenda
815992069412057088	56648		https://twitter.com/realDonaldTrump/status/815992069412057088	11874	1483382640	I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
815990335318982656	42836		https://twitter.com/realDonaldTrump/status/815990335318982656	8045	1483382220	Various media outlets and pundits say that I thought I was going to lose the election. Wrong, it all came together in the last week and.....	[]	[]		realDonaldTrump	1	Job and Business agenda
815989154555297792	12428		https://twitter.com/realDonaldTrump/status/815989154555297792	3519	1483381920	" @CNN just released a book called Unprecedented"" which explores the 2016 race & victory. Hope it does well but used worst cover photo of me!"""	[]	['CNN']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
815973752785793024	57427		https://twitter.com/realDonaldTrump/status/815973752785793024	15427	1483378260	Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
815930688889352192	113711		https://twitter.com/realDonaldTrump/status/815930688889352192	26206	1483368000	Well, the New Year begins. We will, together, MAKE AMERICA GREAT AGAIN!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
815422340540547073	116680		https://twitter.com/realDonaldTrump/status/815422340540547073	29430	1483246800	TO ALL AMERICANS-  #HappyNewYear & many blessings to you all! Looking forward to a wonderful & prosperous 2017 as we work together to  #MAGA	['HappyNewYear', 'MAGA']	[]	pic.twitter.com/UaBFaoDYHe	realDonaldTrump	0	Thank you tour promising MAGA
815270850916208644	50062	https://instagram.com/p/BOsTV57jZ_b/	https://twitter.com/realDonaldTrump/status/815270850916208644	8422	1483210680	Happy Birthday  @DonaldJTrumpJr! 	[]	['DonaldJTrumpJr']		realDonaldTrump	0	Thank you tour promising MAGA
815185071317676033	321352		https://twitter.com/realDonaldTrump/status/815185071317676033	125499	1483190220	Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!	[]	[]		realDonaldTrump	1	Job and Business agenda
814958820980039681	74663		https://twitter.com/realDonaldTrump/status/814958820980039681	20241	1483136280	Russians are playing  @CNN and  @NBCNews for such fools - funny to watch, they don't have a clue!  @FoxNews totally gets it!	[]	['CNN', 'NBCNews', 'FoxNews']		realDonaldTrump	1	Job and Business agenda
814920722208296960	22400	http://www.amer-i-can.org	https://twitter.com/realDonaldTrump/status/814920722208296960	6488	1483127160	Join  @AmerIcan32, founded by Hall of Fame legend  @JimBrownNFL32 on 1/19/2017 in Washington, D.C.  	[]	['AmerIcan32', 'JimBrownNFL32']	pic.twitter.com/XwSmQVFuoM	realDonaldTrump	0	Thank you tour promising MAGA
814919370711461890	85974		https://twitter.com/realDonaldTrump/status/814919370711461890	30413	1483126860	Great move on delay (by V. Putin) - I always knew he was very smart!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
814484710025994241	40561	https://instagram.com/p/BOmuafXjnVB/	https://twitter.com/realDonaldTrump/status/814484710025994241	9899	1483023240	My Administration will follow two simple rules: 	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
814231064847728640	46239	http://www.politico.com/story/2016/12/donald-trump-economy-consumer-confidence-233011	https://twitter.com/realDonaldTrump/status/814231064847728640	12220	1482962760	'Economists say Trump delivered hope' ...	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
814114980983427073	105909		https://twitter.com/realDonaldTrump/status/814114980983427073	30316	1482935100	not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
814113616110751744	96235		https://twitter.com/realDonaldTrump/status/814113616110751744	26579	1482934740	We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......	[]	[]		realDonaldTrump	1	Job and Business agenda
814110460761018368	105413		https://twitter.com/realDonaldTrump/status/814110460761018368	27746	1482934020	Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
813945096269860866	70033		https://twitter.com/realDonaldTrump/status/813945096269860866	16598	1482894600	The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!	[]	[]		realDonaldTrump	1	Job and Business agenda
813865160163098628	89360		https://twitter.com/realDonaldTrump/status/813865160163098628	20274	1482875520	President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
813581917215977473	60689		https://twitter.com/realDonaldTrump/status/813581917215977473	13762	1482807960	The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
813578484572450816	64149		https://twitter.com/realDonaldTrump/status/813578484572450816	15355	1482807180	I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
813527932165558273	115175		https://twitter.com/realDonaldTrump/status/813527932165558273	26259	1482795120	The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!	[]	[]		realDonaldTrump	1	Job and Business agenda
813500123053490176	69385		https://twitter.com/realDonaldTrump/status/813500123053490176	19428	1482788460	The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!	[]	[]		realDonaldTrump	1	Job and Business agenda
813498739923054593	81490		https://twitter.com/realDonaldTrump/status/813498739923054593	19385	1482788160	President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
813079058896535552	191434		https://twitter.com/realDonaldTrump/status/813079058896535552	43660	1482688080	Merry Christmas and a very, very, very , very Happy New Year to everyone!	[]	[]		realDonaldTrump	1	Job and Business agenda
813003030186622976	136463		https://twitter.com/realDonaldTrump/status/813003030186622976	36857	1482669960	 #MerryChristmas	['MerryChristmas']	[]	pic.twitter.com/5GgDmJrGMS	realDonaldTrump	0	Thank you tour promising MAGA
812775995837218816	75401		https://twitter.com/realDonaldTrump/status/812775995837218816	19016	1482615840	Happy  #Hanukkah	['Hanukkah']	[]	pic.twitter.com/UvZwtykV1E	realDonaldTrump	0	Thank you tour promising MAGA
812773204561379330	74727		https://twitter.com/realDonaldTrump/status/812773204561379330	17270	1482615180	The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
812764662500622336	55638		https://twitter.com/realDonaldTrump/status/812764662500622336	14450	1482613140	".  @NBCNews purposely left out this part of my nuclear qoute: until such time as the world comes to its senses regarding nukes."" Dishonest!"""	[]	['NBCNews']		realDonaldTrump	1	Job and Business agenda
812450976670121985	99539		https://twitter.com/realDonaldTrump/status/812450976670121985	27275	1482538380	"Vladimir Putin said today about Hillary and Dems: In my opinion, it is humiliating. One must be able to lose with dignity."" So true!"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
812408189492797442	57696		https://twitter.com/realDonaldTrump/status/812408189492797442	15370	1482528180	slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?	[]	[]		realDonaldTrump	1	Job and Business agenda
812406855469252608	44894		https://twitter.com/realDonaldTrump/status/812406855469252608	16139	1482527820	"The terrorist who killed so many people in Germany said just before crime, by God's will we will slaughter you pigs, I swear, we will......"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
812390964740427776	87411		https://twitter.com/realDonaldTrump/status/812390964740427776	29485	1482524040	As to the U.N., things will be different after Jan. 20th.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
812266152684650496	57456		https://twitter.com/realDonaldTrump/status/812266152684650496	12719	1482494280	my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!	[]	[]		realDonaldTrump	1	Job and Business agenda
812264762981675008	47973		https://twitter.com/realDonaldTrump/status/812264762981675008	13560	1482493980	My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
812115501791006720	106855		https://twitter.com/realDonaldTrump/status/812115501791006720	27182	1482458340	"The so-called A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
812061677160202240	55624		https://twitter.com/realDonaldTrump/status/812061677160202240	13020	1482445560	Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
811977223326625792	64897		https://twitter.com/realDonaldTrump/status/811977223326625792	18555	1482425400	The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes	[]	[]		realDonaldTrump	1	Job and Business agenda
811975049431416832	65672		https://twitter.com/realDonaldTrump/status/811975049431416832	16766	1482424860	"Someone incorrectly stated that the phrase DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS."""	[]	[]		realDonaldTrump	1	Job and Business agenda
811928543366148096	31748	https://www.facebook.com/DonaldTrump/posts/10158338539250725	https://twitter.com/realDonaldTrump/status/811928543366148096	9063	1482413820	The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont:  ...	[]	[]		realDonaldTrump	1	Job and Business agenda
811778176120668160	58708		https://twitter.com/realDonaldTrump/status/811778176120668160	11401	1482377940	I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
811564284706689024	73344		https://twitter.com/realDonaldTrump/status/811564284706689024	17789	1482326940	I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
811562990285848576	48392		https://twitter.com/realDonaldTrump/status/811562990285848576	10709	1482326640	I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently	[]	[]		realDonaldTrump	1	Job and Business agenda
811560662853939200	61041		https://twitter.com/realDonaldTrump/status/811560662853939200	14138	1482326100	Campaigning to win the Electoral College is much more difficult & sophisticated than the popular vote. Hillary focused on the wrong states!	[]	[]		realDonaldTrump	1	Job and Business agenda
811307169043849216	61141		https://twitter.com/realDonaldTrump/status/811307169043849216	13811	1482265620	Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
811196778779463684	37509		https://twitter.com/realDonaldTrump/status/811196778779463684	7775	1482239340	especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states	[]	[]		realDonaldTrump	1	Job and Business agenda
811195441710764032	70254		https://twitter.com/realDonaldTrump/status/811195441710764032	16309	1482238980	"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He doesn't know much"" ..."""	[]	[]		realDonaldTrump	1	Job and Business agenda
	66298		811041034323054592	13511	1482202200	  @mike_pence: Congratulations to  @RealDonaldTrump	[]	['mike_pence', 'RealDonaldTrump']		realDonaldTrump	0	Thank you tour promising MAGA
811039925571354624	44694		https://twitter.com/realDonaldTrump/status/811039925571354624	9310	1482201960	"  @Franklin_Graham: Congratulations to President-elect  @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!"""	[]	['Franklin_Graham']		realDonaldTrump	0	Thank you tour promising MAGA
810996052241293312	201343		https://twitter.com/realDonaldTrump/status/810996052241293312	51804	1482191460	We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).	[]	[]		realDonaldTrump	1	Job and Business agenda
810988379051610112	100583		https://twitter.com/realDonaldTrump/status/810988379051610112	33685	1482189660	Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
810604216771284992	120691		https://twitter.com/realDonaldTrump/status/810604216771284992	31721	1482098040	If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned & called terrible names!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
810288321880555520	58179		https://twitter.com/realDonaldTrump/status/810288321880555520	15737	1482022740	We should tell China that we don't want the drone they stole back.- let them keep it!	[]	[]		realDonaldTrump	1	Job and Business agenda
810276411177107456	49523		https://twitter.com/realDonaldTrump/status/810276411177107456	11501	1482019920	Thank you Alabama! From now on, it’s going to be  #AmericaFirst. Our goal is to bring back that wonderful phrase:  #MadeInTheUSA!	['AmericaFirst', 'MadeInTheUSA']	[]	pic.twitter.com/O3RBYD2dT3	realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
810121703288410112	53954		https://twitter.com/realDonaldTrump/status/810121703288410112	16947	1481983020	China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.	[]	[]		realDonaldTrump	1	Job and Business agenda
810112407309844480	36109		https://twitter.com/realDonaldTrump/status/810112407309844480	7266	1481980800	"Mobile, Alabama today at 3:00 P.M. Last rally of the year - THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!"""	[]	[]		realDonaldTrump	1	Job and Business agenda
810109131537481728	31439		https://twitter.com/realDonaldTrump/status/810109131537481728	6272	1481980020	"  @EazyMF_E:  @realDonaldTrump Many people are now saying you will be an extremely successful president!  #MakeAmericaGreatAgain"" Thank you!"""	['MakeAmericaGreatAgain']	['EazyMF_E']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
810108542921408512	32355		https://twitter.com/realDonaldTrump/status/810108542921408512	5659	1481979900	Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!	[]	[]		realDonaldTrump	1	Job and Business agenda
809969373754654721	38984	https://www.facebook.com/DonaldTrump/videos/10158310632295725/	https://twitter.com/realDonaldTrump/status/809969373754654721	9799	1481946720	Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN!  #ICYMI- Watch:  ...	['ICYMI']	[]	pic.twitter.com/OawesIeUjB	realDonaldTrump	0	Thank you tour promising MAGA
809803893920165892	24843	http://bit.ly/2gpz8goFLORIDA	https://twitter.com/realDonaldTrump/status/809803893920165892	6263	1481907240	 #ThankYouTour2016 Tonight- Orlando, Florida Tickets:   Tomorrow- Mobile, Alabama Tickets:   – bei Trump Tower	['ThankYouTour2016']	[]	pic.twitter.com/udCCmET1jU	realDonaldTrump	0	Thank you tour promising MAGA
809790978332786689	63180		https://twitter.com/realDonaldTrump/status/809790978332786689	15943	1481904180	"Well, we all did it, together! I hope the MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!"""	[]	[]		realDonaldTrump	1	Job and Business agenda
809717035353722880	96814		https://twitter.com/realDonaldTrump/status/809717035353722880	28893	1481886540	Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
809571983428120577	34258	https://www.facebook.com/DonaldTrump/videos/10158305240145725/	https://twitter.com/realDonaldTrump/status/809571983428120577	7853	1481851920	Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here:  ...  #ThankYouTour2016	['ThankYouTour2016']	[]	pic.twitter.com/Odd2JSTvkn	realDonaldTrump	0	Thank you tour promising MAGA
809525257371578369	19885	http://bit.ly/2gpwhwcALABAMA	https://twitter.com/realDonaldTrump/status/809525257371578369	4955	1481840820	Join me in Mobile, Alabama on Sat. at 3pm!  #ThankYouTour2016 Tickets:  	['ThankYouTour2016']	[]	pic.twitter.com/opKrWO4k0C	realDonaldTrump	0	Thank you tour promising MAGA
809403760099422208	110412		https://twitter.com/realDonaldTrump/status/809403760099422208	35316	1481811840	If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
809389774066814976	53988		https://twitter.com/realDonaldTrump/status/809389774066814976	12038	1481808480	The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
809384826193276928	50830		https://twitter.com/realDonaldTrump/status/809384826193276928	9377	1481807340	"Thank you to Time Magazine and Financial Times for naming me Person of the Year"" - a great honor!"""	[]	[]		realDonaldTrump	1	Job and Business agenda
809383989018497024	32804		https://twitter.com/realDonaldTrump/status/809383989018497024	7675	1481807100	Has anyone looked at the really poor numbers of  @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!	[]	['VanityFair']		realDonaldTrump	0	Thank you tour promising MAGA
809097603010981888	51755		https://twitter.com/realDonaldTrump/status/809097603010981888	12396	1481738820	.  @BillGates and  @JimBrownNFL32 in my Trump Tower office yesterday- two great guys!	[]	['BillGates', 'JimBrownNFL32']	pic.twitter.com/4PjSOEU5y9	realDonaldTrump	0	Thank you tour promising MAGA
808881429715316737	38216	http://bit.ly/2gJ2K4pWisconsinLive	https://twitter.com/realDonaldTrump/status/808881429715316737	8532	1481687280	Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:  ...	[]	[]	pic.twitter.com/87TyY7CG0X	realDonaldTrump	1	Job and Business agenda
808787048144453632	20857	http://bit.ly/2gpwhwcALABAMA	https://twitter.com/realDonaldTrump/status/808787048144453632	5561	1481664780	Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama!  #ThankYouTour2016 Tickets:  	['ThankYouTour2016']	[]	pic.twitter.com/2aXHTRyNT3	realDonaldTrump	0	Thank you tour promising MAGA
808653723639697408	53034		https://twitter.com/realDonaldTrump/status/808653723639697408	13132	1481633040	The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
808642018612310016	69325		https://twitter.com/realDonaldTrump/status/808642018612310016	15905	1481630220	Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!	[]	[]		realDonaldTrump	1	Job and Business agenda
808638507161882624	69259		https://twitter.com/realDonaldTrump/status/808638507161882624	20775	1481629380	I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.	[]	[]		realDonaldTrump	1	Job and Business agenda
808532286664822784	41764		https://twitter.com/realDonaldTrump/status/808532286664822784	9231	1481604060	I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!	[]	[]		realDonaldTrump	1	Job and Business agenda
808529888630239232	38221		https://twitter.com/realDonaldTrump/status/808529888630239232	8534	1481603520	Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.	[]	[]		realDonaldTrump	1	Job and Business agenda
